EEG1,EEG2,Acc_X,Acc_Y,Acc_Z
812.6203002929688,769.850830078125,62.5000991821289,1011.7203369140624,140.62521362304688
812.6203002929688,764.9158325195312,62.5000991821289,1011.7203369140624,140.62521362304688
809.330322265625,778.07568359375,62.5000991821289,1011.7203369140624,140.62521362304688
809.330322265625,753.4010009765625,62.5000991821289,1035.1578369140623,136.71896362304688
809.330322265625,769.850830078125,50.78133010864258,1027.3453369140623,144.53147888183594
809.330322265625,779.720703125,31.25004959106445,1007.8140869140624,144.53147888183594
809.330322265625,779.720703125,15.625024795532227,996.0953369140624,136.71896362304688
825.7801513671875,809.330322265625,31.25004959106445,980.4702758789062,117.18768310546876
825.7801513671875,812.6203002929688,31.25004959106445,996.0953369140624,125.0001983642578
815.9102783203125,789.590576171875,31.25004959106445,1000.0015869140624,152.343994140625
817.5552368164062,796.1704711914062,31.25004959106445,1000.0015869140624,152.343994140625
822.4901733398438,802.7504272460938,31.25004959106445,1000.0015869140624,152.343994140625
809.330322265625,783.0106201171875,15.625024795532227,1031.2515869140623,140.62521362304688
817.5552368164062,799.46044921875,15.625024795532227,1031.2515869140623,140.62521362304688
815.9102783203125,799.46044921875,54.687583923339844,1019.5328369140624,156.250244140625
815.9102783203125,799.46044921875,62.5000991821289,1011.7203369140624,175.78152465820312
822.4901733398438,796.1704711914062,62.5000991821289,1011.7203369140624,175.78152465820312
824.1351318359375,791.2355346679688,50.78133010864258,1046.8765869140623,167.96900939941406
817.5552368164062,781.3656616210938,50.78133010864258,1046.8765869140623,167.96900939941406
814.2652587890625,807.6853637695312,50.78133010864258,1046.8765869140623,167.96900939941406
820.84521484375,824.1351318359375,-62.5000991821289,996.0953369140624,203.1253204345703
820.84521484375,824.1351318359375,-11.718768119812012,1054.689208984375,207.0315704345703
820.84521484375,824.1351318359375,3.9062561988830566,1054.689208984375,218.75033569335938
815.9102783203125,819.2001953125,3.9062561988830566,1054.689208984375,218.75033569335938
814.2652587890625,819.2001953125,-35.15630340576172,996.0953369140624,175.78152465820312
817.5552368164062,820.84521484375,-35.15630340576172,996.0953369140624,175.78152465820312
817.5552368164062,794.5255126953125,-11.718768119812012,1000.0015869140624,191.40655517578125
819.2001953125,812.6203002929688,-19.531280517578125,984.3765258789062,191.40655517578125
819.2001953125,812.6203002929688,-15.625024795532227,1003.9078369140624,191.40655517578125
817.5552368164062,792.8805541992188,-15.625024795532227,1003.9078369140624,191.40655517578125
815.9102783203125,787.945556640625,-27.343791961669922,1015.6265869140624,203.1253204345703
814.2652587890625,797.8154907226562,-39.06256103515625,984.3765258789062,218.75033569335938
817.5552368164062,820.84521484375,-19.531280517578125,1023.4390869140624,195.31280517578125
817.5552368164062,810.9752807617188,-19.531280517578125,1023.4390869140624,195.31280517578125
809.330322265625,794.5255126953125,-11.718768119812012,1007.8140869140624,207.0315704345703
809.330322265625,794.5255126953125,0.0,1000.0015869140624,222.65660095214844
827.4251098632812,809.330322265625,-7.812512397766112,976.5640258789062,218.75033569335938
827.4251098632812,809.330322265625,-19.531280517578125,988.2827758789062,207.0315704345703
