EEG1,EEG2,Acc_X,Acc_Y,Acc_Z
842.2299194335938,847.1648559570312,-656.2510375976562,789.063720703125,136.71896362304688
845.5198974609375,853.7448120117188,-660.1572875976562,792.969970703125,136.71896362304688
847.1648559570312,858.6797485351562,-656.2510375976562,792.969970703125,136.71896362304688
843.8749389648438,852.0997924804688,-656.2510375976562,792.969970703125,140.62521362304688
847.1648559570312,857.0347290039062,-656.2510375976562,792.969970703125,136.71896362304688
845.5198974609375,852.0997924804688,-656.2510375976562,789.063720703125,136.71896362304688
847.1648559570312,853.7448120117188,-656.2510375976562,789.063720703125,136.71896362304688
845.5198974609375,853.7448120117188,-660.1572875976562,785.157470703125,132.81271362304688
842.2299194335938,848.8098754882812,-652.3447875976562,785.157470703125,140.62521362304688
848.8098754882812,847.1648559570312,-656.2510375976562,792.969970703125,140.62521362304688
848.8098754882812,847.1648559570312,-656.2510375976562,796.876220703125,136.71896362304688
843.8749389648438,842.2299194335938,-660.1572875976562,792.969970703125,136.71896362304688
845.5198974609375,852.0997924804688,-660.1572875976562,792.969970703125,136.71896362304688
848.8098754882812,843.8749389648438,-656.2510375976562,792.969970703125,136.71896362304688
855.3897705078125,835.6500244140625,-656.2510375976562,796.876220703125,136.71896362304688
855.3897705078125,835.6500244140625,-660.1572875976562,792.969970703125,136.71896362304688
857.0347290039062,829.070068359375,-660.1572875976562,792.969970703125,136.71896362304688
857.0347290039062,834.0050048828125,-656.2510375976562,792.969970703125,140.62521362304688
852.0997924804688,837.2949829101562,-656.2510375976562,792.969970703125,140.62521362304688
843.8749389648438,847.1648559570312,-656.2510375976562,792.969970703125,136.71896362304688
840.5849609375,845.5198974609375,-656.2510375976562,792.969970703125,136.71896362304688
842.2299194335938,843.8749389648438,-656.2510375976562,792.969970703125,132.81271362304688
842.2299194335938,843.8749389648438,-656.2510375976562,789.063720703125,136.71896362304688
842.2299194335938,843.8749389648438,-660.1572875976562,796.876220703125,136.71896362304688
835.6500244140625,843.8749389648438,-660.1572875976562,796.876220703125,136.71896362304688
832.3600463867188,843.8749389648438,-660.1572875976562,796.876220703125,136.71896362304688
835.6500244140625,848.8098754882812,-656.2510375976562,796.876220703125,140.62521362304688
835.6500244140625,847.1648559570312,-660.1572875976562,792.969970703125,136.71896362304688
840.5849609375,835.6500244140625,-656.2510375976562,792.969970703125,132.81271362304688
838.9400024414062,845.5198974609375,-656.2510375976562,792.969970703125,136.71896362304688
842.2299194335938,835.6500244140625,-656.2510375976562,792.969970703125,136.71896362304688
842.2299194335938,847.1648559570312,-656.2510375976562,792.969970703125,136.71896362304688
838.9400024414062,843.8749389648438,-656.2510375976562,792.969970703125,136.71896362304688
842.2299194335938,845.5198974609375,-656.2510375976562,792.969970703125,136.71896362304688
843.8749389648438,840.5849609375,-656.2510375976562,792.969970703125,136.71896362304688
855.3897705078125,837.2949829101562,-656.2510375976562,792.969970703125,136.71896362304688
842.2299194335938,860.32470703125,-656.2510375976562,792.969970703125,136.71896362304688
842.2299194335938,863.6146850585938,-656.2510375976562,792.969970703125,136.71896362304688
840.5849609375,857.0347290039062,-656.2510375976562,796.876220703125,136.71896362304688
840.5849609375,857.0347290039062,-660.1572875976562,796.876220703125,132.81271362304688
843.8749389648438,848.8098754882812,-660.1572875976562,796.876220703125,132.81271362304688
