EEG1,EEG2,Acc_X,Acc_Y,Acc_Z
843.8749389648438,853.7448120117188,-476.563232421875,898.4389038085938,160.156494140625
824.1351318359375,845.5198974609375,-476.563232421875,898.4389038085938,164.06275939941406
824.1351318359375,845.5198974609375,-480.4695129394531,898.4389038085938,164.06275939941406
830.715087890625,840.5849609375,-480.4695129394531,898.4389038085938,164.06275939941406
830.715087890625,825.7801513671875,-484.3757629394531,898.4389038085938,160.156494140625
830.715087890625,825.7801513671875,-484.3757629394531,898.4389038085938,164.06275939941406
830.715087890625,825.7801513671875,-476.563232421875,898.4389038085938,164.06275939941406
832.3600463867188,842.2299194335938,-476.563232421875,898.4389038085938,164.06275939941406
832.3600463867188,855.3897705078125,-476.563232421875,894.5326538085938,164.06275939941406
822.4901733398438,825.7801513671875,-476.563232421875,898.4389038085938,164.06275939941406
830.715087890625,829.070068359375,-480.4695129394531,894.5326538085938,164.06275939941406
825.7801513671875,825.7801513671875,-484.3757629394531,898.4389038085938,164.06275939941406
825.7801513671875,825.7801513671875,-476.563232421875,898.4389038085938,164.06275939941406
837.2949829101562,840.5849609375,-476.563232421875,894.5326538085938,164.06275939941406
843.8749389648438,847.1648559570312,-480.4695129394531,898.4389038085938,164.06275939941406
830.715087890625,822.4901733398438,-476.563232421875,894.5326538085938,164.06275939941406
830.715087890625,822.4901733398438,-476.563232421875,898.4389038085938,164.06275939941406
830.715087890625,822.4901733398438,-480.4695129394531,898.4389038085938,164.06275939941406
843.8749389648438,857.0347290039062,-480.4695129394531,898.4389038085938,164.06275939941406
848.8098754882812,858.6797485351562,-480.4695129394531,894.5326538085938,164.06275939941406
842.2299194335938,847.1648559570312,-476.563232421875,894.5326538085938,164.06275939941406
852.0997924804688,850.454833984375,-476.563232421875,898.4389038085938,164.06275939941406
853.7448120117188,860.32470703125,-476.563232421875,894.5326538085938,164.06275939941406
845.5198974609375,857.0347290039062,-476.563232421875,894.5326538085938,164.06275939941406
848.8098754882812,852.0997924804688,-484.3757629394531,898.4389038085938,160.156494140625
848.8098754882812,852.0997924804688,-480.4695129394531,898.4389038085938,164.06275939941406
848.8098754882812,852.0997924804688,-476.563232421875,898.4389038085938,164.06275939941406
825.7801513671875,824.1351318359375,-484.3757629394531,898.4389038085938,164.06275939941406
837.2949829101562,848.8098754882812,-484.3757629394531,898.4389038085938,164.06275939941406
842.2299194335938,861.9697265625,-476.563232421875,898.4389038085938,164.06275939941406
842.2299194335938,861.9697265625,-484.3757629394531,898.4389038085938,164.06275939941406
848.8098754882812,852.0997924804688,-484.3757629394531,898.4389038085938,164.06275939941406
817.5552368164062,815.9102783203125,-476.563232421875,898.4389038085938,164.06275939941406
819.2001953125,825.7801513671875,-480.4695129394531,894.5326538085938,164.06275939941406
819.2001953125,825.7801513671875,-480.4695129394531,894.5326538085938,167.96900939941406
829.070068359375,827.4251098632812,-480.4695129394531,894.5326538085938,167.96900939941406
842.2299194335938,848.8098754882812,-476.563232421875,894.5326538085938,164.06275939941406
837.2949829101562,819.2001953125,-480.4695129394531,898.4389038085938,160.156494140625
837.2949829101562,819.2001953125,-480.4695129394531,894.5326538085938,164.06275939941406
843.8749389648438,835.6500244140625,-480.4695129394531,898.4389038085938,164.06275939941406
843.8749389648438,835.6500244140625,-480.4695129394531,894.5326538085938,164.06275939941406
827.4251098632812,837.2949829101562,-480.4695129394531,898.4389038085938,164.06275939941406
834.0050048828125,848.8098754882812,-476.563232421875,898.4389038085938,164.06275939941406
819.2001953125,825.7801513671875,-476.563232421875,898.4389038085938,164.06275939941406
820.84521484375,827.4251098632812,-480.4695129394531,898.4389038085938,164.06275939941406
835.6500244140625,843.8749389648438,-476.563232421875,898.4389038085938,164.06275939941406
857.0347290039062,842.2299194335938,-480.4695129394531,898.4389038085938,164.06275939941406
857.0347290039062,842.2299194335938,-480.4695129394531,894.5326538085938,164.06275939941406
827.4251098632812,814.2652587890625,-480.4695129394531,894.5326538085938,164.06275939941406
842.2299194335938,832.3600463867188,-476.563232421875,894.5326538085938,167.96900939941406
842.2299194335938,832.3600463867188,-484.3757629394531,894.5326538085938,164.06275939941406
850.454833984375,837.2949829101562,-484.3757629394531,894.5326538085938,164.06275939941406
838.9400024414062,847.1648559570312,-476.563232421875,898.4389038085938,164.06275939941406
822.4901733398438,820.84521484375,-480.4695129394531,898.4389038085938,164.06275939941406
822.4901733398438,820.84521484375,-484.3757629394531,894.5326538085938,164.06275939941406
832.3600463867188,827.4251098632812,-484.3757629394531,894.5326538085938,164.06275939941406
847.1648559570312,845.5198974609375,-480.4695129394531,894.5326538085938,167.96900939941406
840.5849609375,845.5198974609375,-476.563232421875,898.4389038085938,164.06275939941406
838.9400024414062,832.3600463867188,-480.4695129394531,894.5326538085938,164.06275939941406
819.2001953125,812.6203002929688,-476.563232421875,898.4389038085938,160.156494140625
843.8749389648438,840.5849609375,-488.2820129394531,898.4389038085938,164.06275939941406
822.4901733398438,829.070068359375,-476.563232421875,898.4389038085938,164.06275939941406
838.9400024414062,837.2949829101562,-480.4695129394531,898.4389038085938,164.06275939941406
830.715087890625,842.2299194335938,-476.563232421875,894.5326538085938,164.06275939941406
835.6500244140625,842.2299194335938,-484.3757629394531,898.4389038085938,164.06275939941406
819.2001953125,829.070068359375,-484.3757629394531,898.4389038085938,164.06275939941406
829.070068359375,829.070068359375,-480.4695129394531,898.4389038085938,164.06275939941406
843.8749389648438,847.1648559570312,-484.3757629394531,898.4389038085938,167.96900939941406
843.8749389648438,847.1648559570312,-476.563232421875,898.4389038085938,164.06275939941406
824.1351318359375,820.84521484375,-476.563232421875,898.4389038085938,164.06275939941406
827.4251098632812,840.5849609375,-476.563232421875,898.4389038085938,167.96900939941406
829.070068359375,827.4251098632812,-480.4695129394531,898.4389038085938,164.06275939941406
843.8749389648438,853.7448120117188,-480.4695129394531,898.4389038085938,164.06275939941406
825.7801513671875,830.715087890625,-476.563232421875,898.4389038085938,164.06275939941406
835.6500244140625,842.2299194335938,-480.4695129394531,898.4389038085938,164.06275939941406
834.0050048828125,843.8749389648438,-476.563232421875,894.5326538085938,167.96900939941406
