EEG1,EEG2,Acc_X,Acc_Y,Acc_Z
618.5126342773438,631.6724243164062,-601.5634155273438,828.1262817382812,167.96900939941406
613.5776977539062,662.9270629882812,-597.6571655273438,832.0325317382812,167.96900939941406
606.9977416992188,712.2764892578125,-597.6571655273438,835.9387817382812,167.96900939941406
606.9977416992188,712.2764892578125,-597.6571655273438,828.1262817382812,167.96900939941406
615.22265625,633.3174438476562,-601.5634155273438,828.1262817382812,167.96900939941406
613.5776977539062,633.3174438476562,-589.8446655273438,832.0325317382812,164.06275939941406
618.5126342773438,626.7374877929688,-589.8446655273438,832.0325317382812,164.06275939941406
606.9977416992188,718.8563842773438,-597.6571655273438,828.1262817382812,164.06275939941406
606.9977416992188,718.8563842773438,-601.5634155273438,832.0325317382812,164.06275939941406
608.6427001953125,689.2467651367188,-601.5634155273438,832.0325317382812,164.06275939941406
606.9977416992188,613.5776977539062,-601.5634155273438,832.0325317382812,164.06275939941406
606.9977416992188,613.5776977539062,-601.5634155273438,828.1262817382812,167.96900939941406
606.9977416992188,613.5776977539062,-597.6571655273438,832.0325317382812,171.87527465820312
610.2877197265625,590.5479125976562,-597.6571655273438,832.0325317382812,171.87527465820312
603.707763671875,506.6539306640625,-601.5634155273438,828.1262817382812,171.87527465820312
625.092529296875,490.2041320800781,-601.5634155273438,828.1262817382812,167.96900939941406
621.8025512695312,490.2041320800781,-597.6571655273438,828.1262817382812,156.250244140625
615.22265625,569.1632080078125,-601.5634155273438,828.1262817382812,160.156494140625
608.6427001953125,549.4234619140625,-601.5634155273438,832.0325317382812,160.156494140625
616.8676147460938,608.6427001953125,-601.5634155273438,828.1262817382812,160.156494140625
605.352783203125,595.48291015625,-601.5634155273438,828.1262817382812,156.250244140625
605.352783203125,595.48291015625,-597.6571655273438,828.1262817382812,160.156494140625
598.7728271484375,542.843505859375,-597.6571655273438,828.1262817382812,160.156494140625
608.6427001953125,542.843505859375,-601.5634155273438,828.1262817382812,160.156494140625
602.0628051757812,598.7728271484375,-601.5634155273438,828.1262817382812,160.156494140625
615.22265625,559.2933349609375,-601.5634155273438,828.1262817382812,160.156494140625
661.2821044921875,552.71337890625,-601.5634155273438,828.1262817382812,160.156494140625
661.2821044921875,552.71337890625,-601.5634155273438,832.0325317382812,160.156494140625
682.6668701171875,579.0330810546875,-601.5634155273438,832.0325317382812,160.156494140625
616.8676147460938,526.3937377929689,-601.5634155273438,828.1262817382812,160.156494140625
605.352783203125,552.71337890625,-601.5634155273438,828.1262817382812,164.06275939941406
602.0628051757812,560.9382934570311,-601.5634155273438,828.1262817382812,160.156494140625
610.2877197265625,537.9085693359375,-601.5634155273438,828.1262817382812,160.156494140625
602.0628051757812,511.5888977050781,-601.5634155273438,828.1262817382812,160.156494140625
602.0628051757812,567.5181884765625,-601.5634155273438,828.1262817382812,164.06275939941406
606.9977416992188,574.09814453125,-601.5634155273438,828.1262817382812,164.06275939941406
606.9977416992188,495.1390686035156,-601.5634155273438,828.1262817382812,160.156494140625
598.7728271484375,666.217041015625,-597.6571655273438,828.1262817382812,164.06275939941406
598.7728271484375,666.217041015625,-601.5634155273438,828.1262817382812,164.06275939941406
608.6427001953125,666.217041015625,-601.5634155273438,828.1262817382812,160.156494140625
606.9977416992188,588.9029541015625,-601.5634155273438,828.1262817382812,164.06275939941406
606.9977416992188,588.9029541015625,-597.6571655273438,828.1262817382812,164.06275939941406
